,Amount.Requested,Interest.Rate,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,Monthly.Income,FICO.Range,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Employment.Length,ho_mort,ho_rent
883,14000.0,12.12,36,3,3.25,6250.0,705-709,14.0,7085.0,1.0,10,1,0
884,8500.0,6.62,36,4,4.9,4166.67,740-744,8.0,7114.0,0.0,10,1,0
885,14400.0,7.9,36,2,17.89,13100.0,745-749,11.0,14550.0,0.0,4,0,1
886,8000.0,7.14,36,4,1.73,3750.0,765-769,6.0,3381.0,0.0,0,0,1
887,12000.0,13.11,36,4,6.46,13166.67,680-684,8.0,8426.0,0.0,5,0,1
888,10400.0,13.11,36,4,7.59,6166.67,695-699,10.0,14193.0,0.0,7,0,0
889,21000.0,18.75,60,2,11.31,10250.0,695-699,12.0,38820.0,0.0,10,1,0
890,6000.0,11.83,36,4,3.44,6333.33,705-709,13.0,7269.0,0.0,4,0,1
891,10800.0,13.67,60,1,0.94,7500.0,730-734,4.0,1577.0,0.0,0,0,1
892,2100.0,14.33,36,1,3.5,1000.0,690-694,13.0,893.0,1.0,0,0,0
893,4000.0,6.03,36,3,15.13,6583.33,770-774,6.0,63294.0,0.0,10,1,0
894,3500.0,7.62,36,4,20.93,4333.33,725-729,9.0,11538.0,0.0,6,0,1
895,24250.0,12.53,36,2,12.7,18750.0,725-729,10.0,121563.0,1.0,10,0,0
896,19000.0,14.33,60,3,16.06,5000.0,715-719,8.0,20918.0,0.0,10,1,0
897,10500.0,15.33,36,3,14.3,3083.33,670-674,8.0,14726.0,0.0,10,0,1
898,2500.0,18.49,36,4,22.49,3916.67,670-674,7.0,14892.0,2.0,6,1,0
899,16000.0,14.59,36,4,9.47,5416.67,690-694,9.0,15518.0,0.0,10,0,1
900,3000.0,13.75,36,4,19.3,1000.0,665-669,12.0,2545.0,4.0,0,0,1
901,10000.0,5.42,36,3,10.41,7500.0,780-784,11.0,11532.0,0.0,9,1,0
902,7100.0,14.09,36,3,19.22,4166.67,685-689,13.0,6788.0,2.0,2,0,1
903,12500.0,9.32,36,2,11.71,4166.67,780-784,7.0,1052.0,0.0,2,1,0
904,1700.0,13.99,36,1,20.67,1200.0,675-679,10.0,7382.0,0.0,4,0,0
905,4000.0,11.14,36,4,12.2,6666.67,670-674,7.0,7153.0,0.0,5,1,0
906,18225.0,17.99,36,4,23.35,3083.33,675-679,6.0,17128.0,1.0,3,0,1
907,30000.0,16.29,60,1,20.28,13666.67,735-739,14.0,39059.0,1.0,1,0,1
908,10000.0,6.54,36,2,17.05,6916.67,730-734,6.0,10302.0,0.0,3,0,1
909,6000.0,7.9,36,3,2.51,7500.0,720-724,5.0,6394.0,0.0,2,0,1
910,6000.0,12.12,36,1,7.4,5000.0,675-679,6.0,14045.0,0.0,2,1,0
911,6000.0,15.8,36,4,19.56,1666.67,675-679,7.0,5291.0,0.0,0,0,0
912,7000.0,17.77,36,4,18.15,4750.0,665-669,11.0,12307.0,1.0,0,0,1
913,10000.0,15.31,36,3,9.55,4166.67,670-674,11.0,11551.0,0.0,4,0,0
914,3250.0,12.73,36,4,21.44,5000.0,675-679,12.0,20564.0,0.0,3,1,0
915,30000.0,19.72,60,4,21.92,10416.67,685-689,11.0,61661.0,1.0,7,0,1
916,21000.0,11.11,36,3,16.53,18750.0,700-704,13.0,120538.0,0.0,10,1,0
917,11000.0,7.62,36,4,12.35,7666.67,735-739,6.0,12461.0,1.0,7,0,0
918,5500.0,7.14,36,3,19.86,3916.67,750-754,15.0,10254.0,1.0,0,1,0
919,15000.0,7.9,36,4,5.59,2916.67,770-774,13.0,14290.0,1.0,9,0,1
920,20000.0,19.91,60,4,17.49,7916.67,670-674,17.0,39621.0,1.0,6,1,0
921,7200.0,8.07,36,4,17.0,5100.0,760-764,4.0,9366.0,4.0,10,1,0
922,4000.0,18.64,60,4,19.15,4000.0,675-679,9.0,16543.0,2.0,6,0,1
923,20000.0,8.9,36,4,11.01,7083.33,730-734,13.0,28324.0,2.0,10,1,0
924,15000.0,12.12,36,3,19.16,5000.0,705-709,18.0,13830.0,0.0,10,0,1
925,8000.0,11.83,36,3,8.12,5417.0,730-734,5.0,43799.0,2.0,1,0,1
926,15000.0,19.74,60,3,16.8,5833.33,660-664,14.0,8587.0,2.0,3,1,0
927,8000.0,11.14,36,4,11.59,7000.0,685-689,7.0,4729.0,1.0,3,0,1
928,20675.0,14.33,36,3,23.12,4333.33,710-714,12.0,8393.0,1.0,10,1,0
929,30000.0,15.31,60,3,16.99,8500.0,695-699,10.0,33770.0,0.0,6,1,0
930,12000.0,7.66,36,4,13.31,5416.67,740-744,8.0,9993.0,2.0,3,1,0
931,5000.0,9.99,36,2,21.33,5316.67,695-699,7.0,23818.0,0.0,7,0,1
932,4750.0,8.9,36,2,0.56,2833.33,760-764,2.0,767.0,0.0,9,0,0
933,6500.0,12.12,36,3,24.97,3500.0,680-684,7.0,6948.0,0.0,1,0,0
934,21600.0,10.59,36,1,9.4,9000.0,720-724,16.0,43362.0,0.0,10,1,0
935,1900.0,12.84,36,2,23.29,2860.0,670-674,9.0,24209.0,2.0,0,1,0
936,6000.0,7.9,36,3,6.68,10416.67,710-714,9.0,20592.0,0.0,10,0,1
937,8500.0,7.62,36,3,13.67,4333.33,720-724,11.0,15284.0,0.0,4,0,1
938,9250.0,12.12,36,4,29.46,3333.33,685-689,10.0,5440.0,0.0,10,1,0
939,1875.0,13.49,36,3,18.83,1200.0,675-679,8.0,5342.0,2.0,1,0,1
940,2500.0,12.61,36,1,3.78,1930.75,675-679,4.0,1548.0,3.0,2,1,0
941,10000.0,13.47,36,1,5.59,4583.0,690-694,6.0,2432.0,1.0,4,0,1
942,25000.0,15.23,60,4,17.97,8917.0,730-734,10.0,22566.0,1.0,10,1,0
943,5000.0,13.99,60,4,11.29,3083.0,710-714,5.0,1073.0,2.0,2,1,0
944,6000.0,13.61,60,1,20.85,2700.0,695-699,10.0,10932.0,2.0,2,1,0
945,10000.0,14.22,36,4,12.24,2541.67,680-684,4.0,13667.0,0.0,8,0,1
946,5375.0,6.62,36,4,20.93,3000.0,730-734,7.0,5640.0,0.0,3,0,1
947,19000.0,16.32,60,4,22.41,4333.33,700-704,5.0,23016.0,1.0,2,0,1
948,5500.0,11.89,36,3,17.94,3583.33,695-699,8.0,5668.0,3.0,1,0,1
949,10000.0,10.74,36,4,18.15,5833.33,700-704,10.0,16894.0,0.0,4,0,1
950,8800.0,13.11,60,1,2.88,2500.0,740-744,3.0,607.0,0.0,2,1,0
951,9500.0,15.95,60,3,24.88,6000.0,705-709,6.0,14621.0,2.0,10,0,1
952,12000.0,5.79,36,4,9.49,6700.0,765-769,20.0,11686.0,0.0,5,1,0
953,16500.0,11.71,36,3,11.05,7250.0,725-729,8.0,17247.0,2.0,10,1,0
954,25000.0,11.71,60,4,13.42,6250.0,755-759,5.0,18591.0,0.0,10,1,0
955,24000.0,12.12,36,4,16.24,4500.0,700-704,8.0,29098.0,1.0,10,0,1
956,7000.0,10.36,36,1,13.94,5000.0,690-694,5.0,1364.0,2.0,10,0,1
957,1200.0,18.25,36,3,24.12,1700.0,660-664,2.0,0.0,3.0,4,0,1
958,24175.0,13.11,36,2,7.66,6250.0,710-714,8.0,4681.0,1.0,10,0,1
959,2800.0,7.9,36,3,17.16,3583.33,720-724,12.0,5182.0,0.0,2,0,1
960,4000.0,11.71,60,1,13.17,3500.0,705-709,6.0,5915.0,0.0,3,0,1
961,10000.0,12.12,36,4,10.88,7500.0,665-669,6.0,24924.0,0.0,10,1,0
962,7125.0,10.16,36,4,4.95,2946.67,710-714,6.0,5015.0,1.0,6,0,1
963,10000.0,8.32,36,3,6.25,6666.67,750-754,10.0,3248.0,0.0,0,1,0
964,10000.0,13.11,36,3,5.3,6250.0,695-699,5.0,9620.0,1.0,2,0,1
965,4400.0,15.31,36,4,21.51,4625.0,670-674,8.0,5707.0,1.0,6,0,1
966,10000.0,12.12,36,4,11.52,4166.67,710-714,7.0,9817.0,1.0,4,0,1
967,9450.0,12.12,36,3,33.62,2750.0,700-704,17.0,14246.0,0.0,6,0,1
968,3500.0,7.62,36,3,1.83,7500.0,765-769,4.0,6944.0,0.0,9,1,0
969,24000.0,12.69,60,2,21.59,10000.0,725-729,17.0,42996.0,0.0,5,1,0
970,11750.0,10.99,36,4,10.3,4583.33,700-704,6.0,5613.0,0.0,3,0,1
971,30000.0,10.16,36,2,2.21,9583.33,765-769,7.0,4454.0,3.0,10,1,0
972,12000.0,18.75,36,4,27.32,13333.33,665-669,18.0,62069.0,0.0,5,1,0
973,13000.0,14.09,36,4,17.99,7916.67,695-699,14.0,10723.0,3.0,8,1,0
974,5000.0,13.48,36,1,11.21,3800.0,710-714,4.0,1575.0,4.0,3,0,1
975,15000.0,14.33,36,4,16.15,9166.67,700-704,15.0,24563.0,1.0,0,0,1
976,16000.0,13.43,60,1,6.8,5000.0,745-749,10.0,1132.0,2.0,0,1,0
977,12000.0,15.23,60,2,13.91,7083.33,705-709,7.0,3923.0,2.0,7,1,0
978,10050.0,14.33,36,4,7.97,7266.67,675-679,8.0,24281.0,0.0,2,0,0
979,35000.0,15.23,60,1,22.74,10000.0,760-764,13.0,13651.0,1.0,10,1,0
980,30000.0,22.95,60,4,30.56,7500.0,685-689,12.0,29756.0,0.0,10,0,1
981,24250.0,12.18,36,4,21.9,5000.0,740-744,15.0,100842.0,1.0,0,0,0
982,16000.0,6.03,36,3,6.07,12916.67,790-794,8.0,26635.0,1.0,10,0,1
983,9000.0,15.05,36,4,23.75,5166.67,675-679,7.0,15149.0,1.0,1,0,1
984,17000.0,11.12,60,1,17.91,8500.0,750-754,9.0,10324.0,3.0,5,1,0
985,5400.0,7.75,36,1,3.0,666.67,760-764,4.0,1321.0,0.0,0,0,1
986,12000.0,12.12,36,4,26.96,3833.33,690-694,15.0,6038.0,0.0,4,0,1
987,2000.0,17.27,36,4,8.64,1666.67,670-674,5.0,4595.0,2.0,0,0,1
988,24000.0,12.69,36,3,19.53,4583.33,710-714,5.0,21377.0,0.0,5,0,1
989,16800.0,22.47,60,4,13.55,4000.0,660-664,12.0,12179.0,1.0,10,1,0
990,3000.0,17.27,36,3,22.87,2750.0,660-664,9.0,7648.0,3.0,4,0,1
991,3500.0,12.69,36,1,5.36,7083.0,665-669,6.0,11616.0,0.0,10,1,0
992,4000.0,7.66,36,2,20.92,3600.0,725-729,4.0,594.0,0.0,10,1,0
993,16000.0,16.29,36,4,32.91,3333.33,695-699,10.0,24134.0,1.0,2,0,0
994,8800.0,18.25,60,4,13.89,2916.67,685-689,5.0,7794.0,2.0,2,0,1
995,19725.0,7.9,36,4,6.46,6916.67,755-759,9.0,16173.0,3.0,7,1,0
996,19750.0,15.96,36,4,24.14,5166.67,680-684,12.0,33368.0,2.0,10,1,0
997,19750.0,20.77,60,4,14.85,4000.0,670-674,4.0,1948.0,1.0,3,0,1
998,10000.0,16.32,36,2,1.69,10000.0,695-699,3.0,5624.0,0.0,10,1,0
999,5000.0,8.63,36,4,1.92,2600.0,730-734,13.0,814.0,0.0,8,0,1
1000,9600.0,6.62,36,4,3.82,4333.33,760-764,7.0,1039.0,1.0,3,0,1
1001,30000.0,21.49,60,4,15.32,12500.0,705-709,12.0,24124.0,2.0,10,1,0
1002,7000.0,12.42,36,3,15.11,7083.33,685-689,15.0,16049.0,2.0,10,0,1
1003,8400.0,10.74,36,4,7.82,2083.33,720-724,7.0,4282.0,1.0,9,0,1
1004,5600.0,14.33,36,4,25.29,3333.33,675-679,8.0,17471.0,1.0,4,0,1
1005,20000.0,7.88,60,1,12.51,19583.0,790-794,9.0,5213.0,0.0,4,1,0
1006,15000.0,12.12,36,2,3.41,3166.67,720-724,5.0,3338.0,0.0,3,0,1
1007,17500.0,13.23,60,4,23.03,3500.0,735-739,6.0,17734.0,0.0,0,0,1
1008,32400.0,12.12,60,2,1.28,8750.0,790-794,4.0,7.0,0.0,5,1,0
1009,12000.0,12.12,36,4,10.84,7083.33,685-689,11.0,20601.0,0.0,4,0,1
1010,10000.0,14.09,36,3,16.4,2250.0,680-684,3.0,13398.0,4.0,10,0,1
1011,12300.0,7.88,36,4,22.14,4738.67,745-749,18.0,10666.0,2.0,5,1,0
1012,15000.0,11.14,36,3,15.51,8750.0,690-694,9.0,15207.0,0.0,10,1,0
1013,5000.0,11.97,36,4,20.76,2500.0,685-689,14.0,14536.0,4.0,3,0,1
1014,20000.0,13.11,36,3,14.87,14166.67,695-699,17.0,34115.0,0.0,3,0,1
1015,21725.0,16.29,36,3,29.11,9166.67,695-699,15.0,68397.0,2.0,10,1,0
1016,5000.0,10.0,60,1,9.28,4000.0,735-739,6.0,3448.0,0.0,0,0,1
1017,10300.0,8.9,36,4,33.37,2583.33,715-719,19.0,12475.0,0.0,7,1,0
1018,14400.0,20.49,36,4,18.84,4166.67,660-664,7.0,10042.0,3.0,9,1,0
1019,15000.0,16.49,36,3,14.92,6294.25,680-684,11.0,20270.0,1.0,3,0,1
1020,35000.0,19.72,60,3,22.38,13333.33,690-694,12.0,46937.0,0.0,3,1,0
1021,7000.0,15.8,36,4,11.53,3166.67,675-679,11.0,6658.0,2.0,3,1,0
1022,12500.0,15.96,60,4,13.87,5300.0,695-699,7.0,11439.0,3.0,5,0,1
1023,18000.0,12.12,36,4,10.08,6666.67,705-709,13.0,17773.0,0.0,7,0,1
1024,6000.0,11.89,36,4,9.77,4166.67,695-699,13.0,15377.0,1.0,10,0,1
1025,16000.0,8.9,36,3,14.85,5750.0,725-729,7.0,14431.0,0.0,6,0,1
1026,35000.0,23.28,60,4,15.95,8333.33,675-679,8.0,11229.0,1.0,10,1,0
1027,10000.0,6.62,36,2,3.16,13166.67,735-739,13.0,5643.0,0.0,2,0,1
1028,21000.0,24.7,60,3,25.87,9166.67,675-679,25.0,17811.0,1.0,5,0,1
1029,8000.0,12.12,36,2,7.9,4166.67,705-709,6.0,7419.0,1.0,0,1,0
1030,33600.0,20.3,60,4,13.56,20000.0,695-699,12.0,17285.0,0.0,2,1,0
1031,11050.0,14.74,36,4,15.47,5250.0,675-679,12.0,27780.0,1.0,0,0,1
1032,16000.0,15.31,36,4,19.0,7666.67,695-699,16.0,43692.0,1.0,10,1,0
1033,15000.0,14.65,60,3,17.21,4583.33,730-734,4.0,13115.0,1.0,8,0,1
1034,12000.0,14.33,36,4,13.53,8000.0,685-689,13.0,12968.0,1.0,3,1,0
1035,4000.0,14.96,36,3,4.76,1700.0,670-674,4.0,2381.0,5.0,0,0,1
1036,12000.0,17.99,36,3,19.89,5129.0,660-664,8.0,8923.0,0.0,5,0,1
1037,12000.0,10.36,36,4,11.92,10333.33,690-694,16.0,8987.0,0.0,5,1,0
1038,7500.0,5.42,36,2,22.26,2583.33,785-789,11.0,2160.0,0.0,10,1,0
1039,24000.0,7.88,36,3,14.41,11666.67,785-789,10.0,33122.0,0.0,4,1,0
1040,16000.0,15.31,36,4,19.92,6000.0,690-694,11.0,10915.0,1.0,7,0,1
1041,12200.0,21.48,60,3,9.12,6666.67,695-699,9.0,17282.0,0.0,10,0,1
1042,12000.0,10.16,36,4,11.93,8054.5,710-714,13.0,14986.0,0.0,10,0,1
1043,12000.0,15.31,36,4,25.86,3333.33,665-669,9.0,10310.0,0.0,0,0,0
1044,9800.0,5.99,36,4,14.44,6666.67,765-769,5.0,11466.0,0.0,3,1,0
1045,7000.0,14.72,36,4,11.39,6833.0,670-674,11.0,5537.0,1.0,7,1,0
1046,10000.0,11.71,36,4,2.18,5500.0,720-724,3.0,5623.0,0.0,4,0,1
1047,10000.0,13.11,36,3,19.38,4958.33,710-714,9.0,24598.0,1.0,2,1,0
1048,17000.0,11.99,60,4,12.69,4666.67,745-749,17.0,11677.0,2.0,10,1,0
1049,18000.0,19.22,60,4,16.04,4666.67,675-679,14.0,14878.0,3.0,10,1,0
1050,15600.0,11.97,36,4,6.65,15000.0,680-684,14.0,20237.0,3.0,2,1,0
1051,16750.0,12.41,36,3,24.75,3750.0,720-724,6.0,28116.0,1.0,10,0,1
1052,7200.0,12.12,36,4,18.61,3208.33,680-684,8.0,9849.0,0.0,1,0,0
1053,1500.0,12.99,36,3,20.6,5000.0,690-694,15.0,38176.0,1.0,4,1,0
1054,13600.0,12.12,36,3,20.94,5416.67,685-689,15.0,17117.0,0.0,10,1,0
1055,30000.0,24.33,60,4,11.24,11250.0,670-674,12.0,41592.0,0.0,6,0,1
1056,10000.0,17.77,36,4,26.32,2500.0,680-684,6.0,17543.0,1.0,7,0,1
1057,10000.0,10.25,36,4,13.98,5916.67,730-734,8.0,6639.0,4.0,1,1,0
1058,10000.0,11.71,36,4,5.98,3746.58,695-699,5.0,9005.0,0.0,2,1,0
1059,7000.0,13.16,36,1,22.32,3041.67,700-704,13.0,15394.0,1.0,0,1,0
1060,4700.0,7.9,36,0,10.65,3416.67,760-764,3.0,2297.0,0.0,10,0,1
1061,21200.0,9.91,36,4,25.23,7916.67,720-724,18.0,7252.0,0.0,1,1,0
1062,15000.0,19.05,36,4,14.49,5000.0,665-669,12.0,10679.0,1.0,0,0,1
1063,2800.0,14.17,36,4,0.0,3458.0,680-684,3.0,0.0,2.0,10,1,0
1064,15000.0,13.11,36,2,13.75,4166.67,700-704,11.0,8014.0,4.0,2,1,0
1065,24925.0,11.14,60,4,24.8,6250.0,735-739,20.0,19245.0,0.0,4,1,0
1066,15000.0,11.71,36,4,20.7,5416.67,705-709,20.0,25464.0,0.0,4,0,0
1067,9100.0,6.03,36,3,14.66,3500.0,780-784,18.0,4315.0,1.0,10,1,0
1068,12000.0,12.12,36,3,22.98,5416.67,690-694,7.0,13234.0,0.0,4,0,1
1069,16250.0,23.28,60,3,11.67,4300.0,660-664,10.0,16444.0,0.0,0,0,0
1070,25000.0,18.49,60,4,10.08,7666.67,715-719,12.0,14631.0,2.0,3,0,1
1071,30000.0,15.31,36,4,7.25,9000.0,660-664,8.0,19430.0,0.0,9,1,0
1072,4800.0,11.59,36,3,13.19,7083.33,680-684,21.0,44198.0,0.0,10,1,0
1073,3000.0,12.12,36,1,14.93,6333.33,680-684,13.0,8682.0,0.0,4,0,1
1074,17000.0,12.18,36,4,15.8,5292.0,715-719,9.0,21441.0,1.0,10,1,0
1075,12000.0,17.56,36,4,21.81,5833.33,680-684,10.0,11074.0,3.0,2,1,0
1076,27575.0,19.05,60,2,10.61,13125.0,670-674,16.0,25980.0,1.0,6,1,0
1077,5000.0,8.9,36,3,21.47,3000.0,715-719,4.0,12841.0,0.0,3,0,1
1078,9000.0,13.11,36,4,12.67,3466.67,680-684,13.0,11103.0,0.0,7,0,1
1079,12000.0,13.23,60,1,20.76,5683.0,730-734,15.0,21583.0,2.0,3,1,0
1080,16500.0,7.9,36,4,27.23,4583.33,760-764,11.0,8176.0,1.0,1,0,1
1081,18000.0,11.89,36,4,22.3,6000.0,745-749,16.0,23518.0,2.0,9,1,0
1082,30000.0,18.64,60,4,4.47,5833.33,720-724,7.0,9249.0,0.0,7,1,0
1083,30000.0,20.5,60,4,10.8,7083.33,705-709,12.0,9121.0,0.0,10,0,1
1084,10000.0,13.16,36,4,24.47,3583.33,680-684,16.0,10193.0,0.0,2,0,1
1085,12000.0,15.8,36,3,9.33,10000.0,675-679,11.0,22312.0,1.0,10,1,0
1086,10000.0,10.16,36,3,13.11,4285.5,710-714,17.0,11724.0,0.0,0,0,1
1087,3800.0,14.65,36,4,22.58,3666.67,670-674,11.0,13883.0,1.0,0,0,1
1088,18775.0,10.16,36,4,25.33,5850.0,715-719,20.0,27573.0,0.0,3,1,0
1089,7200.0,17.27,36,4,20.48,2500.0,670-674,14.0,4539.0,1.0,0,0,1
1090,25450.0,13.99,60,3,26.38,4416.67,720-724,13.0,31828.0,2.0,3,0,1
1091,6000.0,11.12,36,3,20.59,5750.0,705-709,18.0,21440.0,0.0,10,0,0
1092,8000.0,5.99,36,2,9.59,7250.0,760-764,6.0,4938.0,0.0,10,1,0
1093,10000.0,14.27,36,4,16.61,4083.33,675-679,15.0,6418.0,2.0,6,1,0
1094,4800.0,14.65,60,3,22.38,3333.0,695-699,7.0,4147.0,2.0,3,0,1
1095,7000.0,12.12,36,4,12.49,5166.67,675-679,12.0,10513.0,0.0,6,0,1
1096,9975.0,7.9,36,4,7.13,5000.0,720-724,17.0,9773.0,2.0,5,1,0
1097,30075.0,22.95,60,4,21.54,5083.33,680-684,17.0,20976.0,1.0,4,1,0
1098,10000.0,10.59,36,1,17.08,8333.33,710-714,9.0,92399.0,0.0,10,1,0
1099,30000.0,12.12,60,4,10.97,5833.33,750-754,8.0,10787.0,0.0,10,1,0
1100,16000.0,17.27,60,4,8.44,4666.67,695-699,9.0,15200.0,0.0,10,0,1
1101,21200.0,18.49,36,3,30.62,4500.0,675-679,15.0,17250.0,0.0,10,0,1
1102,6500.0,7.51,36,3,1.5,3208.33,805-809,5.0,269.0,0.0,10,1,0
1103,19000.0,9.76,36,4,16.43,3833.33,725-729,10.0,22033.0,1.0,7,0,1
1104,6500.0,11.89,36,4,8.57,1750.0,720-724,8.0,9317.0,1.0,6,0,1
1105,1500.0,21.49,36,3,13.59,3583.33,685-689,7.0,4747.0,1.0,0,0,1
1106,24000.0,23.63,60,4,25.07,11666.67,660-664,21.0,9733.0,3.0,10,1,0
1107,20000.0,18.75,36,4,17.36,8333.33,675-679,9.0,31870.0,2.0,0,0,1
1108,10000.0,13.49,36,3,5.88,4166.67,695-699,5.0,8899.0,2.0,10,1,0
1109,10000.0,9.2,36,3,0.33,13750.0,730-734,5.0,45.0,0.0,2,0,1
1110,10000.0,11.14,60,4,15.82,3250.0,795-799,5.0,11319.0,1.0,6,0,1
1111,9000.0,19.91,60,4,15.74,4333.33,670-674,9.0,5015.0,0.0,6,1,0
1112,4200.0,11.36,36,4,7.49,2750.0,685-689,12.0,4898.0,1.0,5,1,0
1113,6625.0,17.77,36,4,33.43,2916.67,665-669,13.0,11369.0,0.0,1,0,1
1114,15000.0,15.96,36,3,4.32,8833.33,680-684,6.0,113.0,3.0,8,1,0
1115,3825.0,14.27,36,4,24.68,2495.83,670-674,8.0,4560.0,1.0,4,0,1
1116,4200.0,9.25,36,2,15.83,7000.0,700-704,8.0,7167.0,0.0,10,1,0
1117,17325.0,8.9,36,3,18.28,3333.33,725-729,17.0,11327.0,0.0,9,1,0
1118,25000.0,18.49,60,4,27.56,8606.56,720-724,11.0,15210.0,3.0,5,1,0
1119,8000.0,17.49,36,4,18.72,2083.33,695-699,4.0,20802.0,0.0,10,0,1
1120,12000.0,6.62,36,4,12.36,4416.67,765-769,12.0,4117.0,1.0,3,0,1
1121,5000.0,6.03,36,3,15.74,3125.0,765-769,11.0,4557.0,0.0,6,0,1
1122,14000.0,9.99,36,4,16.84,4583.33,750-754,4.0,25.0,0.0,2,0,1
1123,30000.0,22.78,36,4,17.9,8791.67,660-664,13.0,28012.0,2.0,6,0,1
1124,10750.0,8.9,36,4,6.04,2750.0,765-769,5.0,4693.0,0.0,5,0,0
1125,24000.0,12.99,60,2,15.54,8333.33,740-744,24.0,56984.0,0.0,0,1,0
1126,10000.0,15.31,36,4,19.98,6041.67,670-674,7.0,6458.0,0.0,1,1,0
1127,16550.0,17.27,36,4,32.56,4333.33,675-679,15.0,12163.0,1.0,10,1,0
1128,3300.0,5.99,36,2,11.04,2500.0,740-744,9.0,11144.0,0.0,2,1,0
1129,8000.0,14.09,36,4,21.0,3500.0,675-679,12.0,7498.0,0.0,1,0,0
1130,35000.0,16.89,60,4,16.84,5416.67,745-749,5.0,39934.0,0.0,1,0,1
1131,14000.0,10.65,36,4,24.53,3200.0,720-724,7.0,21214.0,1.0,5,0,1
1132,18000.0,8.9,60,4,5.3,8333.33,755-759,8.0,5211.0,1.0,6,1,0
1133,10000.0,13.49,60,3,17.8,2500.0,720-724,8.0,3822.0,2.0,8,0,1
1134,3600.0,16.77,36,2,13.45,8750.0,670-674,8.0,51176.0,1.0,1,0,1
1135,12000.0,5.79,36,2,2.25,8000.0,765-769,12.0,5193.0,0.0,2,1,0
1136,4200.0,20.49,60,3,28.8,3166.67,660-664,16.0,7728.0,3.0,1,0,1
1137,4200.0,14.61,36,1,15.28,6333.33,665-669,11.0,15578.0,0.0,1,0,1
1138,11200.0,21.74,60,4,6.3,5583.33,660-664,12.0,7952.0,2.0,10,0,1
1139,15000.0,15.99,36,4,7.68,4583.0,675-679,10.0,15821.0,0.0,2,0,1
1140,12100.0,11.99,36,3,24.78,8750.0,755-759,10.0,1642.0,1.0,1,0,1
1141,14000.0,13.98,60,2,10.2,3145.83,715-719,8.0,3449.0,0.0,0,0,1
1142,4900.0,5.99,36,2,6.64,2666.67,770-774,5.0,3455.0,1.0,4,1,0
1143,19200.0,12.12,36,3,29.58,3583.33,715-719,11.0,29797.0,0.0,8,0,0
1144,8500.0,9.76,36,4,6.58,5333.33,705-709,10.0,3432.0,0.0,10,1,0
1145,12000.0,7.88,36,1,14.79,3333.33,760-764,8.0,1357.0,0.0,2,0,1
1146,21000.0,19.22,60,3,13.87,6000.0,680-684,10.0,17008.0,1.0,10,1,0
1147,35000.0,17.99,60,2,6.39,14000.0,715-719,7.0,3936.0,0.0,10,1,0
1148,10000.0,12.12,36,3,15.6,3833.33,685-689,6.0,4734.0,0.0,10,0,0
1149,10000.0,17.99,60,1,8.93,4300.0,685-689,4.0,37.0,1.0,10,0,1
1150,12000.0,18.49,36,4,9.44,5746.0,660-664,12.0,9561.0,0.0,4,0,0
1151,12000.0,11.99,60,4,6.79,4166.67,720-724,11.0,5934.0,0.0,4,0,1
1152,4000.0,6.76,36,4,23.52,3350.0,755-759,6.0,627.0,1.0,1,0,1
1153,20000.0,19.72,60,4,24.78,5416.67,675-679,12.0,33166.0,0.0,10,1,0
1154,24375.0,13.99,36,4,13.64,11500.0,695-699,16.0,35461.0,0.0,10,1,0
1155,7500.0,9.07,36,3,4.86,5000.0,750-754,10.0,8575.0,1.0,8,0,1
1156,9550.0,10.74,36,4,14.33,4000.0,700-704,8.0,9128.0,0.0,3,1,0
1157,25000.0,20.5,60,4,9.59,5077.58,690-694,6.0,17946.0,0.0,10,0,1
1158,3600.0,12.87,36,4,1.58,6333.0,690-694,6.0,12135.0,3.0,0,1,0
1159,10000.0,11.11,36,4,20.15,6083.33,700-704,3.0,924.0,0.0,0,0,1
1160,20000.0,6.62,36,4,11.12,10333.33,790-794,8.0,12632.0,0.0,6,0,1
1161,35000.0,10.74,36,2,9.3,8300.0,740-744,7.0,4421.0,1.0,10,1,0
1162,12000.0,12.12,36,3,7.24,10416.67,710-714,10.0,31489.0,1.0,2,1,0
1163,5600.0,14.82,36,3,20.6,6083.33,655-659,7.0,2166.0,2.0,2,0,1
1164,20000.0,7.9,36,4,8.38,15000.0,750-754,11.0,14621.0,2.0,1,1,0
1165,18000.0,10.16,36,4,26.08,5925.0,710-714,14.0,23378.0,0.0,10,1,0
1166,8000.0,7.51,36,4,4.4,2430.0,765-769,5.0,2783.0,0.0,2,1,0
1167,4000.0,9.76,36,4,15.89,4166.67,705-709,17.0,13745.0,1.0,10,1,0
1168,6000.0,7.9,36,3,18.86,2100.0,715-719,9.0,4847.0,0.0,3,0,1
1169,15000.0,17.77,36,4,13.34,4333.33,670-674,9.0,17264.0,0.0,10,1,0
1170,20950.0,13.67,60,1,8.9,6666.67,745-749,7.0,5680.0,1.0,1,0,1
1171,10625.0,7.9,36,4,22.35,3333.33,725-729,15.0,15946.0,0.0,10,1,0
1172,9000.0,10.16,60,3,14.77,3500.0,755-759,5.0,3135.0,0.0,2,0,1
1173,20000.0,11.48,36,4,23.52,4166.67,745-749,11.0,24123.0,1.0,0,1,0
