,avg_monthly_hrs,filed_complaint,last_evaluation,n_projects,recently_promoted,salary,satisfaction,status,tenure,employee_id,age,gender,marital_status,dept_id,dept_name,dept_head
11743,190.0,1.0,0.65473,4,,medium,0.959518,Employed,4.0,107870,54,Male,Married,D00-IT,IT,Henry Adey
11744,228.0,,0.93801,4,,low,0.785001,Left,5.0,112025,28,Male,Unmarried,D00-SP,Support,Amelia Westray
11745,169.0,,0.5762,5,,medium,0.305471,Employed,4.0,102732,30,Male,Married,D00-SP,Support,Amelia Westray
11746,134.0,1.0,0.609272,4,,low,1.0,Employed,3.0,101161,32,Male,Married,D00-ENG,Engineering,Sushant Raghunathan K
11747,143.0,,0.566925,2,,low,0.394936,Left,3.0,103704,26,Male,Unmarried,D00-MT,Marketing,Reuben Swann
11748,159.0,,0.567599,2,,low,0.379598,Left,3.0,111410,24,Male,Unmarried,D00-SS,Sales,Edward J Bayley
11749,231.0,1.0,,3,,high,0.745389,Employed,2.0,104427,25,Male,Unmarried,D00-MN,Management,Ellie Trafton
11750,140.0,,0.461144,2,,medium,0.431784,Left,3.0,110548,22,Male,Unmarried,D00-SP,Support,Amelia Westray
11751,140.0,,0.484742,4,,medium,0.922193,Employed,3.0,119710,44,Male,Married,D00-PD,Product,Darcy Staines
11752,214.0,,0.756853,3,,medium,0.610064,Employed,3.0,119256,23,Male,Unmarried,D00-SS,Sales,Edward J Bayley
11753,268.0,,0.953891,5,,medium,0.837656,Left,5.0,113093,54,Male,Married,D00-ENG,Engineering,Sushant Raghunathan K
11754,263.0,,0.601334,4,,medium,0.92701,Employed,3.0,102731,23,Female,Unmarried,D00-SS,Sales,Edward J Bayley
11755,270.0,1.0,0.76507,5,,low,0.816058,Employed,3.0,106722,41,Male,Married,D00-ENG,Engineering,Sushant Raghunathan K
11756,266.0,,0.853495,5,,low,0.746709,Employed,5.0,102800,37,Male,Married,D00-SS,Sales,Edward J Bayley
11757,225.0,,0.616141,6,,low,0.26257,Employed,6.0,111969,33,Male,Married,D00-SS,Sales,Edward J Bayley
11758,262.0,,0.595792,3,,low,0.9734,Employed,3.0,103874,29,Male,Unmarried,D00-SS,Sales,Edward J Bayley
11759,190.0,,0.637976,3,,medium,0.532293,Employed,7.0,105159,26,Male,Unmarried,D00-SS,Sales,Edward J Bayley
11760,183.0,,0.701959,4,,low,0.933843,Employed,3.0,116670,48,Female,Married,D00-ENG,Engineering,Sushant Raghunathan K
11761,267.0,,0.861869,4,,medium,0.805896,Left,5.0,105331,49,Male,Married,D00-SS,Sales,Edward J Bayley
11762,142.0,,0.904515,2,,high,0.562827,Employed,3.0,107614,29,Male,Unmarried,D00-MT,Marketing,Reuben Swann
11763,136.0,1.0,0.668807,3,,medium,0.695609,Employed,3.0,109025,22,Male,Unmarried,D00-ENG,Engineering,Sushant Raghunathan K
11764,134.0,,0.530771,5,1.0,medium,0.309044,Employed,2.0,104016,49,Male,Married,D00-MT,Marketing,Reuben Swann
11765,241.0,,0.544077,3,,low,0.137362,Employed,2.0,103066,24,Male,Unmarried,D00-ENG,Engineering,Sushant Raghunathan K
11766,185.0,,0.694013,3,,medium,0.963602,Employed,3.0,119882,28,Male,Unmarried,D00-SS,Sales,Edward J Bayley
11767,245.0,,0.878167,4,,low,0.875025,Left,5.0,109727,31,Male,Married,D00-SS,Sales,Edward J Bayley
11768,183.0,,,3,,low,0.605184,Employed,2.0,118017,22,Male,Unmarried,D00-SP,Support,Amelia Westray
11769,140.0,,0.595629,5,,high,0.476182,Employed,3.0,102797,49,Male,Married,D00-SP,Support,Amelia Westray
11770,249.0,,0.921325,3,,high,0.537555,Employed,3.0,112254,29,Male,Unmarried,D00-ENG,Engineering,Sushant Raghunathan K
11771,133.0,,0.989505,4,,low,0.643389,Employed,4.0,113008,37,Female,Married,D00-SS,Sales,Edward J Bayley
11772,133.0,,0.553015,4,,low,0.77669,Employed,3.0,101763,39,Male,Married,D00-PR,Procurement,Louie Viles
11773,153.0,,0.643665,3,,low,0.784329,Left,5.0,119424,29,Male,Unmarried,D00-ENG,Engineering,Sushant Raghunathan K
11774,218.0,,0.438114,6,,medium,0.511132,Employed,3.0,107512,29,Female,Married,D00-ENG,Engineering,Sushant Raghunathan K
11775,196.0,1.0,0.802815,4,,low,0.592171,Employed,2.0,105269,28,Female,Married,D00-ENG,Engineering,Sushant Raghunathan K
11776,282.0,,0.745577,6,,medium,0.149878,Left,5.0,100650,48,Male,Married,D00-SS,Sales,Edward J Bayley
11777,212.0,,,4,,medium,0.899457,Employed,2.0,136614,40,Male,Married,D00-PD,Product,Darcy Staines
11778,128.0,1.0,,1,,low,,Employed,,114063,29,Male,Unmarried,D00-TP,Temp,Micheal Zachrey
11779,140.0,,0.500388,3,,high,0.615527,Employed,2.0,112488,22,Female,Unmarried,D00-SS,Sales,Edward J Bayley
11780,145.0,,,4,,low,1.0,Employed,2.0,140242,34,Female,Married,D00-SS,Sales,Edward J Bayley
11781,209.0,,0.693442,2,1.0,medium,0.88963,Employed,5.0,100889,26,Male,Unmarried,D00-MT,Marketing,Reuben Swann
11782,194.0,,,4,,medium,0.738342,Employed,2.0,102141,53,Male,Married,D00-IT,IT,Henry Adey
11783,158.0,,1.0,3,,low,0.512621,Employed,3.0,105903,24,Female,Unmarried,D00-SS,Sales,Edward J Bayley
11784,211.0,,0.938409,3,,low,0.687072,Employed,2.0,119305,24,Male,Unmarried,D00-IT,IT,Henry Adey
11785,180.0,,0.921691,5,,medium,0.811193,Employed,4.0,103468,39,Male,Married,D00-PD,Product,Darcy Staines
11786,149.0,,0.780233,4,,low,0.818207,Employed,3.0,112785,31,Male,Married,D00-MN,Management,Ellie Trafton
11787,166.0,,0.494615,3,,low,0.605319,Employed,3.0,140521,30,Female,Married,D00-ENG,Engineering,Sushant Raghunathan K
11788,270.0,,0.65285,3,,medium,0.588478,Employed,2.0,102130,28,Male,Unmarried,D00-SS,Sales,Edward J Bayley
11789,147.0,,0.955579,4,,low,0.857821,Employed,2.0,107483,51,Male,Married,D00-ENG,Engineering,Sushant Raghunathan K
11790,258.0,,0.69936,5,,medium,0.147285,Employed,4.0,119790,39,Male,Married,D00-ENG,Engineering,Sushant Raghunathan K
11791,220.0,,0.824286,3,,medium,0.840862,Employed,3.0,106520,28,Male,Unmarried,D00-MN,Management,Ellie Trafton
11792,168.0,,0.595604,5,,medium,0.852983,Employed,2.0,144713,47,Male,Married,D00-PD,Product,Darcy Staines
11793,106.0,,0.794555,4,,low,0.857396,Employed,2.0,102594,40,Female,Married,D00-ENG,Engineering,Sushant Raghunathan K
11794,257.0,,0.824072,5,,medium,0.565628,Employed,3.0,116376,40,Male,Married,D00-SP,Support,Amelia Westray
11795,163.0,,0.57698,4,,medium,0.641493,Employed,3.0,101295,44,Male,Married,D00-SP,Support,Amelia Westray
11796,225.0,1.0,0.505355,3,,medium,1.0,Employed,4.0,107097,23,Male,Unmarried,D00-SS,Sales,Edward J Bayley
11797,258.0,,0.881852,5,1.0,medium,0.763422,Employed,3.0,108305,36,Female,Married,D00-SS,Sales,Edward J Bayley
11798,206.0,,0.954246,6,,low,0.421243,Employed,2.0,107053,42,Male,Married,D00-SS,Sales,Edward J Bayley
11799,176.0,,0.817514,6,,low,0.858304,Employed,3.0,113831,45,Male,Married,D00-PD,Product,Darcy Staines
11800,247.0,,0.907331,7,,medium,0.0995206,Left,4.0,101341,34,Male,Married,D00-SS,Sales,Edward J Bayley
11801,176.0,,0.687622,6,,low,0.783984,Employed,5.0,104425,45,Male,Married,,,
11802,210.0,,0.523527,3,,medium,0.354161,Employed,6.0,119762,23,Female,Unmarried,D00-MT,Marketing,Reuben Swann
11803,136.0,,0.796652,4,,medium,0.758838,Employed,3.0,118463,31,Male,Married,D00-MN,Management,Ellie Trafton
11804,199.0,,0.589333,4,,low,0.845773,Employed,2.0,109643,54,Female,Married,D00-MT,Marketing,Reuben Swann
11805,224.0,1.0,0.861294,5,,low,0.846315,Employed,3.0,108581,38,Male,Married,D00-SS,Sales,Edward J Bayley
11806,187.0,,0.752995,3,,medium,0.677242,Employed,2.0,106505,22,Male,Unmarried,D00-SS,Sales,Edward J Bayley
11807,157.0,1.0,0.945922,5,,medium,0.57002,Employed,7.0,102804,32,Male,Married,D00-MN,Management,Ellie Trafton
11808,250.0,,0.666487,4,,medium,0.837522,Employed,3.0,114987,26,Male,Unmarried,D00-PR,Procurement,Louie Viles
11809,110.0,,0.649923,3,,low,0.711922,Employed,3.0,118299,29,Male,Unmarried,D00-PD,Product,Darcy Staines
11810,232.0,,0.58826,4,,low,0.542911,Employed,3.0,111743,33,Female,Married,D00-FN,Finance,Aanchal J
11811,221.0,,0.85003,5,,low,0.796938,Employed,5.0,104574,53,Female,Married,D00-ENG,Engineering,Sushant Raghunathan K
11812,211.0,,,3,,medium,0.724874,Employed,3.0,107107,29,Male,Unmarried,D00-SS,Sales,Edward J Bayley
11813,219.0,,0.95025,3,,low,0.534223,Left,6.0,117026,24,Male,Unmarried,D00-ENG,Engineering,Sushant Raghunathan K
11814,251.0,,0.640964,3,,low,0.863459,Employed,2.0,118662,23,Female,Unmarried,D00-SS,Sales,Edward J Bayley
11815,149.0,,,4,,low,0.574697,Employed,3.0,101230,42,Male,Married,D00-SP,Support,Amelia Westray
11816,240.0,,0.523732,3,,low,0.906586,Employed,2.0,118861,25,Female,Unmarried,,,
11817,158.0,,0.524264,2,,low,0.41725,Left,3.0,112513,26,Male,Unmarried,D00-IT,IT,Henry Adey
11818,128.0,,0.662113,5,,medium,0.601226,Employed,5.0,132488,47,Female,Married,D00-MT,Marketing,Reuben Swann
11819,147.0,,0.793803,3,,medium,1.0,Employed,8.0,112130,23,Male,Unmarried,D00-FN,Finance,Aanchal J
11820,220.0,1.0,,3,,low,0.903321,Employed,3.0,136199,31,Male,Married,D00-SP,Support,Amelia Westray
11821,259.0,,0.78016,5,,low,0.900051,Left,5.0,107373,32,Male,Married,D00-SP,Support,Amelia Westray
11822,267.0,,0.840517,5,,medium,0.198368,Employed,4.0,116299,27,Female,Married,D00-FN,Finance,Aanchal J
11823,146.0,,0.95693,4,,low,0.660197,Employed,10.0,111781,26,Male,Unmarried,D00-ENG,Engineering,Sushant Raghunathan K
11824,211.0,,0.811089,5,,low,1.0,Employed,4.0,109544,41,Female,Married,D00-SP,Support,Amelia Westray
11825,117.0,1.0,0.568712,3,,medium,0.784751,Employed,3.0,102723,29,Male,Unmarried,D00-AD,Admin,Evelyn Tolson
11826,173.0,,0.83902,5,,low,0.748087,Employed,3.0,110007,40,Female,Married,D00-MT,Marketing,Reuben Swann
11827,243.0,,1.0,4,,medium,0.782634,Left,5.0,111331,23,Male,Unmarried,D00-SP,Support,Amelia Westray
11828,210.0,,,5,,medium,0.986772,Employed,2.0,112869,39,Male,Married,D00-IT,IT,Henry Adey
11829,141.0,,,3,,medium,0.856838,Employed,2.0,112371,29,Male,Unmarried,D00-SP,Support,Amelia Westray
11830,219.0,,0.80377,4,,medium,0.940131,Employed,3.0,116490,37,Female,Married,D00-ENG,Engineering,Sushant Raghunathan K
11831,192.0,,0.782294,4,,low,1.0,Employed,3.0,139857,37,Female,Married,,,
11832,167.0,,0.66817,2,,low,0.650214,Employed,2.0,134878,22,Male,Unmarried,,,
11833,263.0,,0.693799,5,,medium,0.845933,Left,2.0,141039,46,Female,Married,D00-ENG,Engineering,Sushant Raghunathan K
11834,185.0,,0.883994,4,,low,0.167428,Employed,5.0,110458,23,Female,Unmarried,,,
11835,226.0,,,4,,low,0.623068,Employed,2.0,101960,48,Male,Married,D00-SS,Sales,Edward J Bayley
11836,166.0,,0.749539,3,,medium,0.773857,Employed,3.0,113028,28,Male,Unmarried,D00-ENG,Engineering,Sushant Raghunathan K
11837,191.0,,0.583311,3,,medium,0.543239,Employed,3.0,117803,22,Male,Unmarried,D00-SS,Sales,Edward J Bayley
11838,128.0,,0.495994,2,,medium,0.447346,Left,3.0,102493,24,Male,Unmarried,D00-ENG,Engineering,Sushant Raghunathan K
11839,156.0,,0.510091,3,,low,0.452711,Employed,2.0,106749,24,Male,Unmarried,D00-SS,Sales,Edward J Bayley
11840,190.0,1.0,0.654452,5,,medium,0.864821,Employed,4.0,110880,31,Male,Married,D00-IT,IT,Henry Adey
11841,240.0,1.0,0.84727,6,,low,0.361689,Employed,3.0,118550,30,Male,Married,,,
11842,148.0,1.0,0.579331,4,,low,0.503499,Employed,3.0,117057,51,Female,Married,,,
11843,137.0,,0.959947,5,,low,0.399781,Left,4.0,104567,39,Male,Married,D00-SP,Support,Amelia Westray
11844,143.0,,0.581207,3,,medium,0.57708,Employed,2.0,105602,29,Male,Unmarried,D00-SS,Sales,Edward J Bayley
11845,242.0,,0.985077,5,,medium,0.286152,Employed,4.0,104834,38,Male,Married,D00-SP,Support,Amelia Westray
11846,188.0,,0.707017,3,,low,0.800805,Employed,2.0,116784,23,Female,Unmarried,D00-SP,Support,Amelia Westray
11847,141.0,,0.55928,2,,low,0.41752,Left,3.0,109036,22,Male,Unmarried,D00-SS,Sales,Edward J Bayley
11848,209.0,,0.89148,3,,medium,0.907311,Employed,3.0,115314,24,Male,Unmarried,D00-PD,Product,Darcy Staines
11849,294.0,,0.611885,6,,low,0.0621301,Left,4.0,101955,49,Male,Married,D00-FN,Finance,Aanchal J
11850,258.0,,0.799179,4,1.0,medium,0.907219,Employed,7.0,106440,36,Female,Married,D00-SS,Sales,Edward J Bayley
11851,164.0,,0.957714,4,,medium,0.614702,Employed,4.0,115529,22,Male,Unmarried,D00-SS,Sales,Edward J Bayley
11852,258.0,,0.6359,3,,low,0.69338,Employed,3.0,118253,25,Male,Unmarried,D00-ENG,Engineering,Sushant Raghunathan K
11853,245.0,,0.573633,3,,medium,0.630542,Employed,3.0,119694,22,Male,Unmarried,D00-SS,Sales,Edward J Bayley
11854,192.0,,0.794493,2,,low,0.803988,Employed,3.0,143850,23,Male,Unmarried,D00-SP,Support,Amelia Westray
11855,232.0,,0.52172,3,,low,0.880095,Employed,4.0,116418,27,Male,Unmarried,D00-PD,Product,Darcy Staines
11856,155.0,,0.913911,4,,medium,0.926679,Employed,3.0,106872,40,Male,Married,D00-SP,Support,Amelia Westray
11857,242.0,,0.653827,2,,low,0.284841,Employed,6.0,115366,23,Female,Unmarried,D00-ENG,Engineering,Sushant Raghunathan K
11858,169.0,,0.655286,4,,low,0.737264,Employed,2.0,114109,53,Male,Married,D00-SS,Sales,Edward J Bayley
11859,195.0,,0.732041,3,,low,0.818144,Employed,2.0,116947,22,Female,Unmarried,D00-PD,Product,Darcy Staines
11860,214.0,,0.412282,4,,medium,0.286473,Left,4.0,105150,39,Male,Married,D00-ENG,Engineering,Sushant Raghunathan K
11861,243.0,,0.883928,3,,medium,0.906723,Employed,3.0,116172,23,Female,Unmarried,D00-SP,Support,Amelia Westray
11862,172.0,,0.666262,3,,low,0.779297,Employed,3.0,109389,25,Female,Unmarried,D00-SS,Sales,Edward J Bayley
11863,286.0,,0.906406,5,,high,0.141138,Left,4.0,109314,32,Male,Married,D00-AD,Admin,Evelyn Tolson
11864,273.0,1.0,0.912404,3,,medium,0.783491,Employed,2.0,100341,27,Male,Unmarried,D00-SS,Sales,Edward J Bayley
11865,225.0,,1.0,4,,medium,0.662481,Employed,3.0,111742,47,Female,Married,D00-SS,Sales,Edward J Bayley
11866,175.0,,0.561185,3,,high,0.693283,Employed,3.0,108647,23,Male,Unmarried,D00-SS,Sales,Edward J Bayley
11867,195.0,,0.881745,3,,medium,0.57365,Employed,3.0,107186,27,Male,Unmarried,D00-SS,Sales,Edward J Bayley
11868,298.0,,0.840538,6,,low,0.112703,Left,4.0,107121,31,Male,Married,D00-SS,Sales,Edward J Bayley
11869,153.0,,0.721215,2,,medium,0.59782,Employed,2.0,113837,24,Male,Unmarried,D00-SP,Support,Amelia Westray
11870,269.0,,0.758812,5,,low,0.641413,Employed,2.0,118202,46,Male,Married,D00-MN,Management,Ellie Trafton
11871,186.0,,0.482529,3,,medium,0.728937,Employed,3.0,100978,22,Male,Unmarried,D00-IT,IT,Henry Adey
11872,227.0,,0.476485,3,,medium,0.467957,Employed,3.0,109475,22,Female,Unmarried,D00-SS,Sales,Edward J Bayley
11873,224.0,,,4,,low,1.0,Employed,2.0,103484,48,Male,Married,D00-SP,Support,Amelia Westray
11874,271.0,,0.826845,3,,low,0.847548,Employed,4.0,104162,24,Male,Unmarried,D00-SS,Sales,Edward J Bayley
11875,274.0,,0.810377,4,,high,0.872978,Employed,3.0,100360,41,Female,Married,D00-AD,Admin,Evelyn Tolson
11876,262.0,,0.80037,4,,low,0.578719,Employed,3.0,114064,40,Male,Married,D00-SS,Sales,Edward J Bayley
11877,169.0,,0.437128,2,,low,0.28124,Employed,5.0,101615,22,Female,Unmarried,D00-IT,IT,Henry Adey
11878,221.0,,0.497702,4,,high,0.76422,Employed,6.0,115742,50,Male,Married,D00-MT,Marketing,Reuben Swann
11879,142.0,,0.593659,2,,low,0.400472,Left,3.0,108249,22,Male,Unmarried,,,
11880,231.0,,0.887381,4,,medium,0.728254,Left,5.0,103092,54,Male,Married,,,
11881,117.0,1.0,0.567405,2,,low,0.705407,Employed,10.0,111806,28,Male,Unmarried,D00-SP,Support,Amelia Westray
11882,247.0,,0.967784,3,,low,0.891688,Employed,2.0,109876,22,Male,Unmarried,,,
11883,151.0,,0.673371,3,,low,0.63962,Employed,3.0,110259,25,Male,Unmarried,D00-ENG,Engineering,Sushant Raghunathan K
11884,206.0,,0.84067,4,,medium,0.905959,Employed,2.0,117990,52,Male,Married,,,
11885,140.0,,0.943711,5,,medium,0.732239,Employed,8.0,119041,40,Male,Married,D00-MT,Marketing,Reuben Swann
11886,154.0,,0.898601,3,,high,0.55589,Employed,10.0,111557,25,Female,Unmarried,D00-PD,Product,Darcy Staines
11887,152.0,,1.0,5,,medium,0.921932,Employed,3.0,115663,45,Male,Married,D00-ENG,Engineering,Sushant Raghunathan K
11888,161.0,,0.695098,2,,medium,0.611689,Employed,5.0,107129,28,Male,Unmarried,,,
11889,253.0,,0.721109,3,,low,0.539217,Employed,3.0,103675,23,Male,Unmarried,D00-FN,Finance,Aanchal J
11890,232.0,,0.545729,4,1.0,high,0.26443,Employed,3.0,101855,42,Male,Married,D00-FN,Finance,Aanchal J
11891,185.0,,0.534549,3,1.0,high,0.807926,Employed,10.0,106916,26,Male,Unmarried,D00-MN,Management,Ellie Trafton
11892,170.0,1.0,0.59963,4,,low,0.972153,Employed,2.0,117072,51,Male,Married,D00-PD,Product,Darcy Staines
11893,274.0,,0.74113,2,,high,0.208102,Employed,10.0,102856,23,Female,Unmarried,D00-SS,Sales,Edward J Bayley
11894,140.0,,0.694965,2,,medium,0.32268,Employed,2.0,103822,24,Male,Unmarried,D00-SP,Support,Amelia Westray
11895,211.0,,0.947729,4,,high,0.35598,Employed,7.0,106240,23,Male,Unmarried,D00-SS,Sales,Edward J Bayley
11896,168.0,,,4,,high,0.602062,Employed,2.0,112941,51,Male,Married,D00-SS,Sales,Edward J Bayley
11897,198.0,,0.812605,4,,medium,0.85475,Employed,7.0,102827,38,Male,Married,D00-SS,Sales,Edward J Bayley
11898,222.0,,0.487782,4,,medium,0.981764,Employed,3.0,106343,25,Male,Unmarried,D00-SS,Sales,Edward J Bayley
11899,232.0,,0.440859,3,,medium,0.363224,Employed,3.0,115135,25,Female,Unmarried,D00-ENG,Engineering,Sushant Raghunathan K
11900,104.0,1.0,,2,,medium,0.658399,Employed,3.0,107709,24,Male,Unmarried,D00-SP,Support,Amelia Westray
11901,153.0,,,2,,low,0.59755,Employed,2.0,113850,22,Male,Unmarried,D00-IT,IT,Henry Adey
11902,258.0,,0.997925,4,,low,0.881211,Left,5.0,103337,25,Male,Unmarried,D00-FN,Finance,Aanchal J
11903,253.0,,0.932031,6,,medium,0.146059,Left,4.0,114448,38,Male,Married,D00-IT,IT,Henry Adey
11904,279.0,,0.896246,7,,medium,0.062926,Left,4.0,101445,32,Male,Married,D00-AD,Admin,Evelyn Tolson
11905,209.0,,0.708623,4,,low,0.997323,Employed,6.0,105504,24,Female,Unmarried,D00-MT,Marketing,Reuben Swann
11906,171.0,,0.87862,4,,low,0.814586,Employed,3.0,109494,48,Male,Married,D00-SS,Sales,Edward J Bayley
11907,238.0,1.0,0.655888,4,,medium,0.949997,Employed,10.0,100385,44,Male,Married,D00-PD,Product,Darcy Staines
11908,232.0,,0.769805,4,,medium,0.840943,Employed,3.0,110314,51,Male,Married,D00-SS,Sales,Edward J Bayley
11909,191.0,,0.789958,4,,medium,0.763326,Employed,3.0,104856,37,Male,Married,D00-IT,IT,Henry Adey
11910,254.0,,0.858775,4,,medium,0.714654,Employed,3.0,114540,47,Male,Married,D00-IT,IT,Henry Adey
11911,244.0,,0.722457,4,,medium,0.498415,Employed,2.0,101870,52,Male,Married,D00-SP,Support,Amelia Westray
11912,283.0,1.0,0.84942,6,,low,0.119881,Left,4.0,101269,35,Male,Married,D00-ENG,Engineering,Sushant Raghunathan K
11913,262.0,,0.540727,5,,medium,0.703901,Employed,3.0,102544,44,Female,Married,D00-SP,Support,Amelia Westray
11914,227.0,,,4,,low,0.56266,Employed,3.0,113786,47,Male,Married,D00-SS,Sales,Edward J Bayley
11915,255.0,1.0,,4,,low,0.525209,Employed,3.0,119805,53,Male,Married,D00-ENG,Engineering,Sushant Raghunathan K
11916,143.0,,0.415732,2,,medium,0.382852,Left,3.0,118201,27,Male,Unmarried,,,
11917,144.0,1.0,,4,,low,0.747254,Employed,3.0,109829,47,Male,Married,D00-FN,Finance,Aanchal J
11918,133.0,,0.757899,4,,low,1.0,Employed,2.0,118427,46,Male,Married,D00-SS,Sales,Edward J Bayley
11919,246.0,,0.915474,3,,low,0.928475,Employed,4.0,115625,24,Female,Unmarried,D00-SP,Support,Amelia Westray
11920,222.0,,0.734588,5,,low,0.541811,Employed,3.0,108854,53,Female,Married,D00-ENG,Engineering,Sushant Raghunathan K
11921,270.0,,0.881507,3,,medium,0.683904,Employed,6.0,117259,22,Male,Unmarried,,,
11922,168.0,,0.647377,3,,medium,0.894606,Employed,3.0,117141,22,Male,Unmarried,D00-ENG,Engineering,Sushant Raghunathan K
11923,261.0,,0.542932,5,,medium,0.787748,Employed,5.0,111965,42,Male,Married,D00-SS,Sales,Edward J Bayley
11924,220.0,,0.732519,4,,low,0.165721,Employed,4.0,110549,26,Female,Married,,,
11925,154.0,,0.891445,5,,low,0.246454,Employed,5.0,148147,42,Male,Married,D00-SS,Sales,Edward J Bayley
11926,145.0,1.0,0.726062,4,,low,0.549216,Employed,3.0,118422,41,Male,Married,D00-SP,Support,Amelia Westray
11927,159.0,,0.910065,5,,low,0.929425,Employed,3.0,108477,42,Male,Married,D00-ENG,Engineering,Sushant Raghunathan K
11928,266.0,,0.602713,3,,high,0.752742,Employed,2.0,116065,23,Female,Unmarried,D00-ENG,Engineering,Sushant Raghunathan K
11929,158.0,,0.958122,3,,low,0.878788,Left,5.0,143397,32,Female,Married,D00-SS,Sales,Edward J Bayley
11930,254.0,,0.913672,6,,low,0.0852667,Left,4.0,119069,51,Male,Married,D00-ENG,Engineering,Sushant Raghunathan K
11931,274.0,,0.912974,7,,low,0.0869906,Left,5.0,109769,51,Male,Married,D00-MT,Marketing,Reuben Swann
11932,214.0,,0.851922,5,,low,0.956152,Employed,2.0,112162,48,Male,Married,D00-IT,IT,Henry Adey
11933,190.0,,0.643425,3,,medium,0.527466,Employed,7.0,118963,28,Male,Unmarried,D00-SS,Sales,Edward J Bayley
11934,110.0,,0.503308,4,,low,0.918597,Employed,3.0,118569,47,Female,Married,D00-PD,Product,Darcy Staines
11935,275.0,,0.803879,6,,low,0.140372,Employed,6.0,112863,32,Female,Married,D00-ENG,Engineering,Sushant Raghunathan K
11936,134.0,,0.774789,4,,low,0.553171,Employed,2.0,118408,22,Male,Unmarried,D00-IT,IT,Henry Adey
11937,225.0,,,3,,medium,0.56484,Employed,3.0,112932,27,Male,Unmarried,D00-FN,Finance,Aanchal J
11938,192.0,,0.744628,4,,low,0.78838,Employed,4.0,115600,48,Male,Married,D00-SS,Sales,Edward J Bayley
11939,188.0,,,2,,medium,0.483807,Employed,3.0,105995,24,Male,Unmarried,D00-PD,Product,Darcy Staines
11940,147.0,,0.956966,4,,medium,0.840756,Employed,3.0,103514,30,Male,Married,D00-ENG,Engineering,Sushant Raghunathan K
11941,265.0,,0.50441,4,,medium,0.769417,Employed,3.0,118529,42,Female,Married,D00-ENG,Engineering,Sushant Raghunathan K
11942,144.0,,0.943853,3,,medium,0.580408,Employed,2.0,134817,33,Female,Married,D00-ENG,Engineering,Sushant Raghunathan K
11943,264.0,,,4,,low,0.731081,Employed,3.0,104094,53,Male,Married,D00-ENG,Engineering,Sushant Raghunathan K
11944,213.0,,0.519982,4,,medium,0.8412,Employed,3.0,105917,48,Female,Married,D00-SS,Sales,Edward J Bayley
11945,211.0,,0.779152,3,,low,0.899957,Employed,4.0,102003,23,Male,Unmarried,D00-SS,Sales,Edward J Bayley
11946,174.0,,0.894031,5,,medium,0.954366,Employed,5.0,116547,38,Male,Married,D00-FN,Finance,Aanchal J
11947,136.0,,0.52018,2,,low,0.368859,Left,3.0,113693,27,Male,Unmarried,D00-PD,Product,Darcy Staines
11948,178.0,1.0,0.639619,4,,high,0.750713,Employed,2.0,100371,36,Male,Married,D00-SP,Support,Amelia Westray
11949,185.0,,0.751317,6,1.0,high,0.356502,Employed,3.0,132975,42,Male,Married,D00-MN,Management,Ellie Trafton
11950,253.0,,0.913692,6,,low,0.119892,Left,4.0,105857,51,Male,Married,D00-SP,Support,Amelia Westray
11951,143.0,,,2,,low,0.486754,Left,3.0,107826,22,Male,Unmarried,D00-IT,IT,Henry Adey
11952,121.0,,0.52995,3,,low,0.499772,Employed,4.0,118535,22,Female,Unmarried,D00-SP,Support,Amelia Westray
11953,165.0,,0.455871,5,,low,0.895445,Employed,6.0,119405,54,Male,Married,D00-SS,Sales,Edward J Bayley
11954,152.0,1.0,0.551813,5,,medium,0.749626,Employed,3.0,108982,46,Male,Married,D00-MN,Management,Ellie Trafton
11955,130.0,,0.498587,2,,low,0.376575,Left,3.0,118838,22,Male,Unmarried,D00-SS,Sales,Edward J Bayley
11956,145.0,,0.521157,2,,low,0.496751,Left,3.0,100598,29,Male,Unmarried,D00-SS,Sales,Edward J Bayley
11957,170.0,,0.87969,6,,low,0.526449,Employed,4.0,115450,42,Male,Married,,,
11958,177.0,,0.501773,2,,low,0.666625,Employed,3.0,113820,23,Male,Unmarried,D00-FN,Finance,Aanchal J
11959,281.0,,0.885472,6,,low,0.141494,Employed,3.0,110413,40,Male,Married,D00-MT,Marketing,Reuben Swann
11960,257.0,,0.953476,3,,low,0.838377,Employed,2.0,100242,26,Male,Unmarried,D00-FN,Finance,Aanchal J
11961,253.0,,0.869808,6,,medium,0.141084,Left,4.0,106726,34,Male,Married,D00-SS,Sales,Edward J Bayley
11962,287.0,,0.87175,6,,low,0.158289,Left,4.0,115165,46,Male,Married,D00-ENG,Engineering,Sushant Raghunathan K
11963,99.0,1.0,0.860089,3,,medium,0.198278,Employed,5.0,111107,22,Female,Unmarried,D00-IT,IT,Henry Adey
11964,201.0,,0.997433,4,,medium,0.959827,Employed,2.0,104349,45,Male,Married,D00-SS,Sales,Edward J Bayley
11965,272.0,1.0,,5,,low,0.639225,Employed,2.0,106665,40,Male,Married,D00-ENG,Engineering,Sushant Raghunathan K
11966,134.0,,0.588403,2,,low,0.373409,Left,3.0,106740,24,Male,Unmarried,D00-SP,Support,Amelia Westray
11967,282.0,,0.939004,6,,low,0.147083,Left,4.0,102160,42,Male,Married,D00-SS,Sales,Edward J Bayley
11968,167.0,,0.598498,5,,low,0.750899,Employed,3.0,106178,27,Female,Married,D00-SS,Sales,Edward J Bayley
